College Name
JNTUK COLLEGE OF ENGG. KAKINADA-SELF SUPPORTING
JNTUK COLLEGE OF ENGINEERING NARSARAOPETA
JNTUA COLLEGE OF ENGG PULIVENDULA
JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM
ST. JOHNS COLLEGE OF ENGG. AND TECHNOLOGY
KRISHNA CHAITANYA INST OF TECHNOLOGY AND SCIENCES
KALLAM HARANADH REDDY INST OF TECH
KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY
KAKINADA INST OF ENGG AND TECHNOLOGY FOR WOMEN
KAKINADA INSTITUTE OF TECHNOLOGY SCIENCES
KITS AKSHAR INSTITUTE OF TECHNOLOGY
KKR AND KSR INST OF TECHNOLOGY AND SCI
KANDULA LAKSHUMMA MEMORIAL COLLEGE OF ENGG FOR WOMEN
KMM INST OF TECHNOLOGY AND SCIENCE
KANDULA OBUL REDDY MEMORIAL COLL. OF ENGG.
KRISHNA UNIVERSITY COLLEGE OF ENGG AND TECHNOLOGY-SELF FINAN
K S R M COLLEGE OF ENGINEERING
KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE
KUPPAM ENGINEERING COLLEGE
DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY
LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING
LENORA COLLEGE OF ENGINEERING
LENDI INST OF ENGG AND TECHNOLOGY
LINGAYAS INST OF MGMT AND TECHNOLOGY
LOYOLA INSTITUTE OF TECHNOLOGY AND MGMT
M A M WOMEN'S ENGINEERING COLLEGE
MOHAN BABU UNIVERSITY
DVR AND DR.HS MIC COLLEGE OF TECHNOLOGY
MANDAVA INSTITUTE OF ENGG AND TECHNOLOGY
MADANAPALLY INSTITUTE OF TECHNOLOGY AND SCI
MJR COLLEGE OF ENGG AND TECHNOLOGY
MALINENI LAKSHMAIAH WOMENS ENGG. COLLEGE
SRI MITTAPALLI COLLEGE OF ENGINEERING
MIRACLE EDNL SOC GROUP OF INSTNS
MALINENI SUSEELAMMA WOMENS ENGG COLLEGE
MOTHER THERESA INST OF ENGG AND TECH
M V G R COLLEGE OF ENGINEERNG
M.V.R.COLL OF ENGINEERING AND TECHNOLOGY
NARAYANA ENGINEERING COLLEGE
NBKR INSTITUTE OF SCI. AND TECHNOLOGY
NEWTONS INST OF SCI AND TECH
NEWTON INSTITUTE OF ENGINEERING
NIMRA COLLEGE OF ENGG AND TECHNOLOGY
NRI INSTITUTE OF TECHNOLOGY
NRI INSTT OF TECHNOLOGY
NARSARAOPETA ENGINEERING COLLEGE
N S RAJU INSTITUTE OF ENGG AND TECHNOLOGY
NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY
N.V.R.COLLEGE OF ENGG TECHNOLOGY
PACE INSTITUTE OF TECHNOLOGY AND SCIENCES
G.PULLAIAH COLL. OF ENGG. AND TECHNOLOGY
PRIYADARSHINI INST OF TECH AND MGMT
PRIYADARSHINI INST OF TECHNOLOGY
PRIYADARSHINI INST. OF TECHNOLOGY AND SCIENCES
PRIYADARSHINI INST. OF TECH AND SCIENCES FOR WOMEN
PRAKASAM ENGINEERING COLLEGE
PALADUGU PARVATHI DEVI COLLEGE OF ENGG AND TECH
PRASAD V POTLURI SIDDHARTHA INSTT OF TECHNOLOGY
PRAGATI ENGINEERING COLLEGE
DR PAUL RAJS ENGINEERING COLLEGE
PRIYADARSHINI COLL OF ENGG. AND TECHNOLOGY
POTTI SRIRAMULU COLLEGE OF ENGG AND TECHNOLOGY
P.V.K.K. INSTITUTE OF TECHNOLOGY
P.V.K.K. INSTITUTE OF TECHNOLOGY-OFF CAMPUS
PYDAH COLL OF ENGINEERING
QIS COLLEGE OF ENGG. AND TECHNOLOGY
QUBA COLL OF ENGG AND TECHNOLOGY
RAGHU ENGINEERING COLLEGE
RAVINDRA COLLEGE OF ENGG FOR WOMEN
RAMACHANDRA COLLEGE OF ENGINEERING
RISE KRISHNA SAI GANDHI GROUP OF INSTITUTIONS
RAJIV GANDHI MEMORIAL COLLEGE OF ENGG. AND TECH.
RAJAMAHENDRI INST OF ENGG AND TECHNOLOGY
R.K.COLLEGE OF ENGINEERING
RISE KRISHNA SAI PRAKASAM GROUP OF INSTITUTIONS
RAMIREDDY SUBBA RAMIREDDY ENGG COLLEGE
RAYALASEEMA UNIVERSITY COLLEGE OF ENGG-SELF FINANCE
R V INSTITUTE OF TECHNOLOGY
R V R AND J C COLLEGE OF ENGINEERING
AUDHISANKARA COLLEGE OF ENGG. AND TECHNOLOGY
SASI INSTITUTE OF TECHNOLOGY AND ENGINEERING
SRI ANNAMACHARYA INSTITUTE OF TECHNOLOGY AND SCIENCE
SANKETHIKA VIDYA PARISHAD ENGINEERING COLLEGE
SANKETHIKA VIDYA PARISHAD ENGINEERING COLLEGE-OFF CAMPUS
SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY
SIDDARTHA EDNL ACADEMY GRP OF INSTNS
DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY
SATYA INST OF TECHNOLOGY AND MGMT
SRI SARATHI INSTITUTE OF ENGG. AND TECHNOLOGY
SIMHADRI EDNL SOC GRP OF INSTNS
SRI KRISHNADEVARAYA UNIV.COLL.OF ENG.- SELF FINANCE
ST.MARYS GROUP OF INSTITUTIONS GUNTUR FOR WOMEN
SCHOOL OF ENGG. TECH. SPMVV - SELF FINANCE
SANTHIRAM ENGINEERING COLLEGE
SREE RAMA ENGINEERING COLLEGE
SRINIVASA INST OF ENGG AND TECHNOLOGY
SAI RAJESWARI INSTITUTE OF TECHNOLOGY
SRINIVASA RAMANUJAN INST OF TECHNOLOGY
S R K INST. OF TECHNOLOGY
S R K R ENGINEERING COLLEGE
S R M UNIVERSITY AP
SRI SAI INSTITUTE OF TECHNOLOGY. AND SCI.
SRINIVASA INST OF TECHNOLOGY AND SCIENCE
SRINIVASA INSTITUTE OF TECHNOLOGY AND MANG STUDIES
SRI SIVANI COLLEGE OF ENGINEERING
SANSKRITHI SCHOOL OF ENGINEERING
ST.MARYS WOMENS ENGINEERING COLLEGE
SRI SUNFLOWER COLLEGE OF ENGG AND TECHNOLOGY
SRI VENKATESWARA COLL OF ENGINEERING
SRI VENKATESWARA COLLEGE OF ENGINEERING
SREE VENKATESWARA COLL OF ENGG
SRI VENKATESWARA COLLEGE OF ENGG. AND TECHNOLOGY
S.V COLLEGE OF ENGINEERING
SRI VASAVI INSTT OF ENGINEERING AND TECHNOLOGY
D M S S V H COLLEGE OF ENGINEERING
SRI VENKATESWARA INST. OF SCIENCE AND TECHNOLOGY
SRI VENKATESWARA INST OF TECHNOLOGY
SRI VENKATESA PERUMAL COLLEGE OF ENGG. AND TECH
S V U COLLEGE OF ENGG. TIRUPATHI
S V U COLLEGE OF ENGG. -SELF SUPPORTING-TIRUPATHI
SWARNANDHRA COLL. OF ENGG AND TECHNOLOGY
TADIPATRI ENGG COLLEGE
TIRUMALA ENGINEERING COLLEGE
UNIVERSAL COLLEGE OF ENGG AND TECHNOLOGY
USHA RAMA COLL OF ENGG AND TECHNOLOGY
VIKAS COLLEGE OF ENGINEERING AND TECHNOLOGY
VEMU INSTITUTE OF TECHNOLOGY
SR VENKATESWARA COLL OF ENGINEERING
VIKAS GROUP OF INSTITUTIONS
SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY
VIGNANS INSTT OF ENGINEERING FOR WOMEN
VISWAM ENGINEERING COLLEGE
SHRI VISHNU ENGG. COLLEGE FOR WOMEN
VIT-AP UNIVERSITY
VIT-AP UNIVERSITY-5 YEAR INTEGRATED MTECH
VISHNU GRP OF INSTNS - VISHNU INST OF TECHNOLOGY
P B R VISVODAYA INSTITUTE OF TECHNOLOGY AND SCI.
VAAGDEVI INSTITUTE OF TECHNOLOGY. AND SCI.
VIJAYA INST. OF TECHNOLOGY FOR WOMEN
VIGNANS INSTITUTE OF INFORMATION TECHNOLOGY
VIJAYAM INSTITUTE OF TECHNOLOGY
VIGNANS LARA INST. OF TECHNOLOGY AND SCI
VIGNANS NIRULA INST OF TECH. AND SCI FOR WOMEN
VELAGA NAGESWARA RAO COLL OF ENGINEERING
VARAPRASAD REDDY INST OF TECHNOLOGY
V.S.M COLLEGE OF ENGINEERING
VISAKHA INST OF ENGG AND TECHNOLOGY
SRI VASAVI ENGINEERING COLLEGE
VKR VNB AND AGK ENGINEERING COLLEGE
VASIREDDY VENKATADRI INST. OF TECHNOLOGY
WEST GODAVARI INSTT OF SCIENCE AND ENGINEERING
WELLFARE INST OF SCIENCE TECH AND MGMT
YGVU YSR ENGINEERING COLLEGE
DR.YSR ARCHITECTURE AND FINE ARTS UNIVERSITY
























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































